Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,S
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-03 02:44:04,"3.0967317, 101.6052317",31 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-03 02:44:34,"3.0961783, 101.6059683",37 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-03 02:46:19,"3.09817, 101.607045",92 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 02:47:44,"3.1021617, 101.60823",140 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 02:48:19,"3.1016, 101.6119867",149 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-03 02:49:54,"3.1030667, 101.6167267",172 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-03 02:50:49,"3.1077183, 101.61623",105 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 02:51:09,"3.1092717, 101.6169783",85 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:51:44,"3.1107283, 101.6141983",161 meter,23
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:30:27,"3.1094025, 101.6115009",199 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 02:30:40,"3.1075244, 101.6108332",17 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 02:48:29,"3.1015867, 101.612575",182 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 02:51:29,"3.1103183, 101.6159267",111 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:15:55,"3.1112885, 101.612108",97 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 02:18:10,"3.1092517, 101.6114267",176 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-03 02:20:40,"3.1073867, 101.608115",194 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-03 02:21:30,"3.10927, 101.6053433",185 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-03 02:22:05,"3.1095033, 101.6009667",164 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-03 02:22:55,"3.109465, 101.5970817",138 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-03 02:25:05,"3.1015833, 101.599085",103 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-03 02:25:55,"3.1027317, 101.6003967",48 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-03 02:26:05,"3.1033466, 101.6003683",23 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-03 02:26:40,"3.1046533, 101.6003167",58 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-03 02:28:35,"3.105285, 101.6061317",131 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-03 02:29:35,"3.1037533, 101.6071333",83 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-03 02:30:25,"3.101745, 101.6059833",94 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-03 02:32:00,"3.0990983, 101.6040817",179 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-03 02:32:40,"3.0968933, 101.6050733",41 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-03 02:32:50,"3.096475, 101.6056283",22 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-03 02:33:25,"3.0961225, 101.6059995",31 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-03 02:34:30,"3.09793, 101.607105",118 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 02:35:45,"3.101925, 101.6086233",89 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 02:36:20,"3.101585, 101.611785",172 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-03 02:37:45,"3.1029783, 101.616485",179 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-03 02:38:35,"3.1069833, 101.616275",184 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 02:39:05,"3.1094933, 101.61703",72 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:15:55,"3.1112885, 101.612108",97 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 02:18:10,"3.1092517, 101.6114267",187 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 02:36:30,"3.1015833, 101.6125167",188 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 02:39:15,"3.1098733, 101.616505",189 meter,4
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 02:43:11,"3.110645, 101.6180517",189 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:45:06,"3.1107183, 101.614175",159 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-03 02:40:21,"3.1181367, 101.6195383",179 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-03 02:41:31,"3.1163641, 101.6217996",127 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-03 02:42:36,"3.1139917, 101.6207617",18 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-03 02:42:56,"3.1123617, 101.61942",168 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 02:44:51,"3.1102133, 101.616045",127 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:45:11,"3.1108683, 101.613515",88 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 01:59:54,"3.1114592, 101.6125346",88 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 02:00:41,"3.1088783, 101.61144",136 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 02:02:36,"3.10206, 101.614995",193 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 02:03:46,"3.1014767, 101.6109083",173 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 02:36:31,"3.1104433, 101.61784",158 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 01:59:54,"3.1114592, 101.6125346",88 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 02:00:41,"3.1088783, 101.61144",148 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-03 02:01:16,"3.105945, 101.6107733",112 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 02:02:31,"3.1025433, 101.6149733",142 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-03 02:03:51,"3.1011233, 101.6109333",175 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-03 02:04:21,"3.097555, 101.6109733",81 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-03 02:06:26,"3.09234, 101.61092",68 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-03 02:07:06,"3.08959, 101.61278",187 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-03 02:08:01,"3.089295, 101.6148833",89 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-03 02:08:56,"3.092418, 101.6149897",199 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-03 02:09:46,"3.0945767, 101.61704",98 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-03 02:16:01,"3.094525, 101.6274117",199 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-03 02:16:41,"3.095955, 101.6291583",163 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-03 02:18:06,"3.09709, 101.6321683",160 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-03 02:18:36,"3.10038, 101.6322917",48 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-03 02:19:01,"3.10139, 101.6312967",72 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-03 02:19:51,"3.1024617, 101.6294467",112 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-03 02:20:21,"3.1040817, 101.6272917",168 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-03 02:21:11,"3.1056267, 101.6258667",139 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-03 02:22:11,"3.1087783, 101.624505",179 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-03 02:24:26,"3.1112633, 101.6221517",129 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-03 02:25:21,"3.112925, 101.6199683",130 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-03 02:26:01,"3.1153183, 101.6216167",14 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-03 02:28:11,"3.1167167, 101.62263",69 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-03 02:28:46,"3.1180833, 101.6241",103 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-03 02:29:11,"3.12004, 101.6227667",128 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-03 02:31:21,"3.1182367, 101.6194533",193 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-03 02:36:11,"3.11193, 101.61902",104 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 02:38:51,"3.109885, 101.6163883",177 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 01:59:39,"3.1112461, 101.6124886",68 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 02:03:10,"3.1093867, 101.6115233",193 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-03 02:04:50,"3.1074383, 101.6072983",108 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-03 02:05:55,"3.1093233, 101.6050883",156 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-03 02:07:00,"3.1095283, 101.6010133",169 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-03 02:07:25,"3.1095517, 101.59734",167 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-03 02:10:00,"3.101505, 101.59897",117 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-03 02:11:20,"3.1023967, 101.6003517",12 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-03 02:11:25,"3.1030133, 101.600345",60 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-03 02:12:05,"3.1045517, 101.6003167",66 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-03 02:14:05,"3.1053417, 101.60611",136 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-03 02:14:45,"3.1034317, 101.6069683",43 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-03 02:15:05,"3.1019217, 101.6059983",111 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-03 02:16:15,"3.0991583, 101.604135",185 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-03 02:16:55,"3.0971967, 101.604655",16 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-03 02:17:30,"3.0964983, 101.605555",15 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-03 02:18:00,"3.0962383, 101.605905",46 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-03 02:18:45,"3.0981317, 101.6071",96 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 02:20:10,"3.102285, 101.6080967",159 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 02:20:50,"3.1015867, 101.6121783",128 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-03 02:22:15,"3.1028233, 101.61626",198 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-03 02:23:35,"3.1075333, 101.6162467",124 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 02:24:25,"3.1093183, 101.6170433",86 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 01:59:39,"3.1112461, 101.6124886",68 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 02:03:20,"3.1080467, 101.611205",55 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 02:20:55,"3.101585, 101.6124767",193 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 02:24:40,"3.10992, 101.6164233",178 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 01:46:42,"3.1113281, 101.6122964",87 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 01:47:34,"3.1091183, 101.6114967",163 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 01:49:14,"3.101975, 101.615",191 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 01:50:49,"3.101575, 101.611085",192 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 02:26:59,"3.1100967, 101.617645",126 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 01:46:42,"3.1113281, 101.6122964",87 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 01:47:34,"3.1091183, 101.6114967",175 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-03 01:48:19,"3.1063317, 101.6107217",139 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 01:49:04,"3.1028667, 101.6149833",172 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-03 01:50:59,"3.100975, 101.6108833",159 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-03 01:51:24,"3.0980983, 101.61091",141 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-03 01:53:09,"3.0923233, 101.610945",66 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-03 01:53:49,"3.0895233, 101.6128667",175 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-03 01:54:54,"3.0892167, 101.6149667",98 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-03 01:56:14,"3.0924217, 101.61548",153 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-03 01:57:04,"3.094635, 101.6170317",94 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-03 02:04:09,"3.0946526, 101.6273358",183 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-03 02:04:44,"3.0958494, 101.6290384",179 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-03 02:05:49,"3.09754, 101.6322717",109 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-03 02:06:14,"3.1004033, 101.6323",45 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-03 02:06:34,"3.10137, 101.6315983",106 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-03 02:07:44,"3.1025867, 101.6294483",98 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-03 02:08:14,"3.1040383, 101.6269767",133 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-03 02:09:09,"3.1059217, 101.62587",110 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-03 02:10:19,"3.108755, 101.62444",174 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-03 02:12:19,"3.111155, 101.622265",146 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-03 02:13:14,"3.1127217, 101.620195",138 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-03 02:16:14,"3.1149967, 101.6215717",28 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-03 02:16:34,"3.1166033, 101.6228667",63 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-03 02:18:39,"3.1178117, 101.6243233",140 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-03 02:19:39,"3.12054, 101.6220483",31 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-03 02:21:04,"3.11802, 101.619795",148 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-03 02:26:39,"3.1116483, 101.6188533",68 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 02:28:04,"3.1099267, 101.61648",184 meter,32
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 02:21:19,"3.1106417, 101.6181117",195 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:22:54,"3.1107033, 101.614255",168 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-03 02:16:59,"3.11793, 101.6199183",131 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-03 02:18:04,"3.1161917, 101.6221417",119 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-03 02:18:39,"3.114345, 101.6211183",74 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-03 02:20:54,"3.1123317, 101.6194683",169 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-03 02:22:34,"3.1100717, 101.6162183",151 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 02:23:04,"3.110895, 101.6132017",55 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 01:43:45,"3.1113007, 101.6122295",89 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-03 01:44:15,"3.1090817, 101.6113967",157 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-03 01:45:40,"3.1074133, 101.6079317",174 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-03 01:46:30,"3.109305, 101.605235",173 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-03 01:47:10,"3.1094683, 101.6002333",82 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-03 01:47:30,"3.10948, 101.5971617",146 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-03 01:49:10,"3.1015683, 101.5985633",161 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-03 01:50:10,"3.1028267, 101.60038",59 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-03 01:50:15,"3.1034817, 101.6003783",10 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-03 01:50:25,"3.1043967, 101.600315",80 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-03 01:51:55,"3.1053483, 101.60557",191 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-03 01:53:05,"3.1032083, 101.6067683",11 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-03 01:53:40,"3.101855, 101.6059817",104 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-03 01:54:30,"3.098655, 101.6037083",150 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-03 01:55:10,"3.096965, 101.6049333",24 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-03 01:55:20,"3.09674, 101.6052517",29 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-03 01:55:50,"3.09621, 101.6059167",44 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-03 01:56:35,"3.0982367, 101.6071183",84 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-03 01:58:10,"3.1021467, 101.60823",139 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-03 01:58:45,"3.1016067, 101.6119833",150 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-03 02:00:15,"3.1028633, 101.61629",193 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-03 02:01:30,"3.1071983, 101.6162",162 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-03 02:02:00,"3.109285, 101.6169633",83 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-03 01:43:45,"3.1113007, 101.6122295",89 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-03 01:44:15,"3.1090817, 101.6113967",168 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-03 01:58:55,"3.1016117, 101.612695",169 meter,2
